Date,Billing Period Start,Billing Period End,Payment Duration,Shop Name,Shop Domain,Shop Email,Shop Country,Details,Charge Type,Partner Sale,Shopify Fee,Partner Share,Charge ID
2021-02-09 08:56:08 UTC,2021-01-14 00:00:00 UTC,2021-02-13 00:00:00 UTC,"February  1, 2021 - February 15, 2021",9Pro1,9pro1.myshopify.com,9pro1@startechdigital.com,US,In Cart Upsell - Professional plan,App sale – 30-day subscription,39.0,7.8,31.2,gid://shopify/AppSubscription/10779263056
2021-02-09 08:56:08 UTC,,,"February  1, 2021 - February 15, 2021",Magnolia Wellness,magnolia-wellness.myshopify.com,regina.h.rudolph@gmail.com,US,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/59504447
2021-02-09 08:56:07 UTC,2021-01-27 00:00:00 UTC,2021-02-26 00:00:00 UTC,"February  1, 2021 - February 15, 2021",yandereclo,yandereclo.myshopify.com,yandereclo@hotmail.com,GB,In Cart Upsell - Beginner plan,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/11662393433
2021-02-09 08:56:05 UTC,2021-02-03 00:00:00 UTC,2021-03-05 00:00:00 UTC,"February  1, 2021 - February 15, 2021",Dazio Floral,dazio-floral.myshopify.com,general@dazioflowershop.com,US,In Cart Upsell - Beginner plan,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/8845852756
2021-02-09 08:56:05 UTC,,,"February  1, 2021 - February 15, 2021",CHIQUITA,be-bolder-shades.myshopify.com,hello@chiquita.co,AU,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/61282279
2021-02-09 08:56:04 UTC,,,"February  1, 2021 - February 15, 2021",UpliftFood,upliftfood.myshopify.com,info@upliftfood.com,US,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/59504433
2021-02-09 08:56:01 UTC,2021-01-28 00:00:00 UTC,2021-02-27 00:00:00 UTC,"February  1, 2021 - February 15, 2021",KASH Queen,kash-quee.myshopify.com,info@shopkashqueen.com,US,In Cart Upsell - Beginner plan,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/11756994624
2021-02-09 08:55:38 UTC,,,"February  1, 2021 - February 15, 2021",Pole Sport Organization ,polesportorganization.myshopify.com,amy@polesportorg.com,US,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/62118917
2021-02-09 08:53:48 UTC,2021-01-14 00:00:00 UTC,2021-02-13 00:00:00 UTC,"February  1, 2021 - February 15, 2021",StarSailyrBoutique,starsailyrboutique.myshopify.com,starsailyrboutique@yahoo.com,US,In Cart Upsell - Beginner plan,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/11379900487
2021-02-09 08:46:53 UTC,2021-01-31 00:00:00 UTC,2021-03-02 00:00:00 UTC,"February  1, 2021 - February 15, 2021",Sweet Vibes,sweet-vibrations-adult-toys.myshopify.com,bgoodsupplies@gmail.com,US,In Cart Upsell - Professional plan,App sale – 30-day subscription,49.0,9.8,39.2,gid://shopify/AppSubscription/12230328386
2021-02-09 08:45:22 UTC,,,"February  1, 2021 - February 15, 2021",Ka-Pop! Snacks,ancient-ingrained.myshopify.com,orders@kapopsnacks.com,US,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/61104991
2021-02-09 08:44:57 UTC,2021-01-19 00:00:00 UTC,2021-02-18 00:00:00 UTC,"February  1, 2021 - February 15, 2021",Comcastmerch,comcastmerch.myshopify.com,jasono@impactdimensions.com,US,In Cart Upsell - Beginner plan,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/10799906864
2021-02-09 08:43:52 UTC,,,"February  1, 2021 - February 15, 2021",Michel Germain Parfums Ltd. Canada,michelgermain-ca.myshopify.com,support@michelgermain.com,CA,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/59651003
2021-02-09 08:39:12 UTC,,,"February  1, 2021 - February 15, 2021",JAFFARY,jaffary-studios.myshopify.com,info@jaffary.com,NL,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/62649471
2021-02-09 08:39:09 UTC,2021-02-05 00:00:00 UTC,2021-03-07 00:00:00 UTC,"February  1, 2021 - February 15, 2021",Enda,enda-athletic.myshopify.com,hello@endarunning.com,US,In Cart Upsell - Beginner plan,App sale – 30-day subscription,19.0,3.8,15.2,gid://shopify/AppSubscription/11985846385
2021-02-09 08:39:05 UTC,2021-01-11 00:00:00 UTC,2021-02-10 00:00:00 UTC,"February  1, 2021 - February 15, 2021",Luvlavie,pillowsandtotes.myshopify.com,flavio@luvlavie.com,CA,In Cart Upsell - Professional plan,App sale – 30-day subscription,39.0,7.8,31.2,gid://shopify/AppSubscription/4565195
2021-02-09 08:39:04 UTC,2021-02-05 00:00:00 UTC,2021-03-07 00:00:00 UTC,"February  1, 2021 - February 15, 2021",Rehab Gaming USA,rehab-gaming-usa.myshopify.com,customerservice@rehabgamingusa.com,US,In Cart Upsell - Beginner plan,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/7357948
2021-02-09 08:38:56 UTC,2021-02-06 00:00:00 UTC,2021-03-08 00:00:00 UTC,"February  1, 2021 - February 15, 2021",The EarthSky Store,earthsky-store.myshopify.com,orders@earthsky.org,US,In Cart Upsell - Beginner plan,App sale – 30-day subscription,1.4,0.28,1.12,gid://shopify/AppSubscription/3651567719
2021-02-09 08:38:35 UTC,2021-01-13 00:00:00 UTC,2021-02-12 00:00:00 UTC,"February  1, 2021 - February 15, 2021",Miss Runway Boutique,miss-runway-boutique.myshopify.com,trinathai@optusnet.com.au,AU,In Cart Upsell - Beginner plan,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/10332635223
2021-02-09 08:37:12 UTC,,,"February  1, 2021 - February 15, 2021",Harper & Jewels,harper-jewels.myshopify.com,Info@harperandjewels.com,US,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/63091689
2021-02-09 08:35:48 UTC,,,"February  1, 2021 - February 15, 2021",Blix Electric Bikes,blixbike.myshopify.com,billing@blixbike.com,US,Shopify Plus plan,App sale – usage,99.99,20.0,79.99,gid://shopify/AppUsageRecord/62396453
2021-02-09 08:32:57 UTC,,,"February  1, 2021 - February 15, 2021",Angela Roi  |  Luxury Vegan Handbags,angelaroi.myshopify.com,angelaandroi@gmail.com,US,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/60346763
2021-02-09 08:12:55 UTC,,,"February  1, 2021 - February 15, 2021",MMCX Co.,mmcx-co.myshopify.com,support@mmcx.co,US,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/62522883
2021-02-09 08:12:53 UTC,,,"February  1, 2021 - February 15, 2021",Tea Pot 3 Store,tea-pot-3-store.myshopify.com,teapot3store@gmail.com,US,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/62649105
2021-02-09 08:03:21 UTC,,,"February  1, 2021 - February 15, 2021",FAMSPET,famspet.myshopify.com,myfamspet@gmail.com,US,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/62118651
2021-02-09 07:59:33 UTC,,,"February  1, 2021 - February 15, 2021",KIMBLE,kimblestore.myshopify.com,mykimblestore@gmail.com,IT,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/60728353
2021-02-09 07:54:32 UTC,,,"February  1, 2021 - February 15, 2021",conFIGURE8ion,configure8ion.myshopify.com,info@configure8ion.com,US,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/62272507
2021-02-09 07:54:22 UTC,,,"February  1, 2021 - February 15, 2021",Medora,medorade.myshopify.com,info@mvb-events.nl,NL,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/59926031
2021-02-09 07:54:01 UTC,,,"February  1, 2021 - February 15, 2021",legendssales,legendssale.myshopify.com,service@legendssale.com,AU,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/62016727
2021-02-09 07:53:48 UTC,,,"February  1, 2021 - February 15, 2021",Teddygood,teddygood.myshopify.com,goodteddy.co@gmail.com,ES,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/61774983
2021-02-09 07:53:22 UTC,,,"February  1, 2021 - February 15, 2021",DIVERSYE,diversye.myshopify.com,diversyepro@gmail.com,US,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/60066113
2021-02-09 07:52:46 UTC,,,"February  1, 2021 - February 15, 2021",ALPHAFOX,alphafoxco.myshopify.com,myalphafox@gmail.com,AU,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/59504211
2021-02-09 07:45:25 UTC,,,"February  1, 2021 - February 15, 2021",Ukiyo,ukiyo-online.myshopify.com,jack@verbmarketing.com,GB,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/61104765
2021-02-09 07:43:05 UTC,,,"February  1, 2021 - February 15, 2021",diamondpoints,diamondpoints.myshopify.com,rogier.zare@gmail.com,NL,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/60606889
2021-02-09 07:42:38 UTC,,,"February  1, 2021 - February 15, 2021",Biggs.ph,biggs-ph.myshopify.com,biggsdeliveryph@gmail.com,PH,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/61406265
2021-02-09 07:42:34 UTC,,,"February  1, 2021 - February 15, 2021",Bunnywearshop,bunnywearshop.myshopify.com,bunnywearshop@gmail.com,US,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/62806087
2021-02-09 07:42:22 UTC,,,"February  1, 2021 - February 15, 2021",Moola London ,moolalondon.myshopify.com,hello@moolalondon.com,GB,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/60849209
2021-02-09 07:41:51 UTC,,,"February  1, 2021 - February 15, 2021",Harvest of Hope Gift Catalogue,second-harvest-canada.myshopify.com,donate@secondharvest.ca,CA,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/63091587
2021-02-09 07:40:53 UTC,,,"February  1, 2021 - February 15, 2021",Essentially,essentially-co-australia.myshopify.com,hello@essentially.com.au,AU,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/62017033
2021-02-09 07:40:11 UTC,,,"February  1, 2021 - February 15, 2021",Interie,interie-ltd.myshopify.com,james@interie.uk,GB,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/63246299
2021-02-09 07:40:05 UTC,,,"February  1, 2021 - February 15, 2021",Fabrica da Limpeza RJ,fabricadalimpeza-com.myshopify.com,fabricadalimpezarj@gmail.com,BR,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/62649651
2021-02-09 07:38:58 UTC,,,"February  1, 2021 - February 15, 2021",My Rolling Tray,myrollingtray.myshopify.com,info@myrollingtray.com,US,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/60471427
2021-02-09 07:37:38 UTC,,,"February  1, 2021 - February 15, 2021",Yogaste,namastecollections-com.myshopify.com,christopherheckman1@gmail.com,US,Advanced Shopify plan,App sale – usage,59.99,12.0,47.99,gid://shopify/AppUsageRecord/62118775
2021-02-09 07:37:38 UTC,,,"February  1, 2021 - February 15, 2021",Camping Monk,silk-sweat.myshopify.com,ecstores7@gmail.com,US,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/60976981
2021-02-09 07:37:31 UTC,,,"February  1, 2021 - February 15, 2021",DiamondArtGifts,diamondartgifts.myshopify.com,info@diamondartgifts.com,US,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/60848803
2021-02-09 07:36:52 UTC,2021-01-31 00:00:00 UTC,2021-03-02 00:00:00 UTC,"February  1, 2021 - February 15, 2021",FloNeeds™,floneeds.myshopify.com,contact@floneeds.com,FR,In Cart Upsell - Beginner plan,App sale – 30-day subscription,19.99,4.0,15.99,gid://shopify/AppSubscription/12852199512
2021-02-09 07:36:48 UTC,,,"February  1, 2021 - February 15, 2021",Smitten Ice Cream,smittenicecream.myshopify.com,shipping@smittenicecream.com,US,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/59926335
2021-02-09 07:35:41 UTC,2021-02-07 00:00:00 UTC,2021-03-09 00:00:00 UTC,"February  1, 2021 - February 15, 2021",Ginger Oils,ginger-oil.myshopify.com,14fourteener@gmail.com,US,In Cart Upsell - Beginner plan,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/12013928519
2021-02-09 07:33:34 UTC,2021-02-03 00:00:00 UTC,2021-03-05 00:00:00 UTC,"February  1, 2021 - February 15, 2021",L'Atelier des Housses,dyvano.myshopify.com,contact@dyvano.com,FR,In Cart Upsell - Beginner plan,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/11596267600
2021-02-09 07:33:24 UTC,,,"February  1, 2021 - February 15, 2021",Modella Lifestyle,modellalifestyle.myshopify.com,avmamann@gmail.com,CA,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/61774991
2021-02-09 07:33:07 UTC,2021-01-14 00:00:00 UTC,2021-02-13 00:00:00 UTC,"February  1, 2021 - February 15, 2021",MIX-IT (ミックス - イット),mix-it-japan.myshopify.com,info@mixit-jp.com,US,In Cart Upsell - Beginner plan,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/3652976676
2021-02-09 07:32:29 UTC,2021-01-22 00:00:00 UTC,2021-02-21 00:00:00 UTC,"February  1, 2021 - February 15, 2021",finestyou.de,finestproducts-de.myshopify.com,management@finestyou.de,DE,In Cart Upsell - Beginner plan,App sale – 30-day subscription,19.0,3.8,15.2,gid://shopify/AppSubscription/12296519765
2021-02-09 07:27:04 UTC,2021-01-22 00:00:00 UTC,2021-02-21 00:00:00 UTC,"February  1, 2021 - February 15, 2021",The Tapestry Galaxy,the-tapestry-temple.myshopify.com,coleturner123@gmail.com,US,In Cart Upsell - Professional plan,App sale – 30-day subscription,49.99,10.0,39.99,gid://shopify/AppSubscription/12556533845
2021-02-09 07:26:10 UTC,2021-02-02 00:00:00 UTC,2021-03-04 00:00:00 UTC,"February  1, 2021 - February 15, 2021",SlowGoods@WorldFamilyTrading,slowgoods-worldfamilytrading.myshopify.com,ajourne.1111@gmail.com,US,In Cart Upsell - Beginner plan,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/3834740808
2021-02-09 07:24:49 UTC,,,"February  1, 2021 - February 15, 2021",The Blissful Gem,cloud-dealz.myshopify.com,Jchung858@gmail.com,US,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/61909995
2021-02-09 07:18:37 UTC,2021-02-07 00:00:00 UTC,2021-03-09 00:00:00 UTC,"February  1, 2021 - February 15, 2021",Arun's Indian Kitchen - Coral Springs,indian-kichen.myshopify.com,yash@wisdomified.com,US,In Cart Upsell - Beginner plan,App sale – 30-day subscription,19.99,4.0,15.99,gid://shopify/AppSubscription/12340854818
2021-02-09 07:16:58 UTC,,,"February  1, 2021 - February 15, 2021",Luxx Curves,luxxhealth.myshopify.com,support@luxxcurves.com,US,Advanced Shopify plan,App sale – usage,59.99,12.0,47.99,gid://shopify/AppUsageRecord/59504305
2021-02-09 07:16:50 UTC,,,"February  1, 2021 - February 15, 2021",Pastrymade,pastrymade.myshopify.com,hamza.seknoun@gmail.com,MA,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/59504463
2021-02-09 07:16:43 UTC,2021-02-01 00:00:00 UTC,2021-03-03 00:00:00 UTC,"February  1, 2021 - February 15, 2021",TrendyVibes.CO,trendyvibes-co.myshopify.com,support@trendyvibes.co,US,In Cart Upsell - Professional plan,App sale – 30-day subscription,39.0,7.8,31.2,gid://shopify/AppSubscription/4113236086
2021-02-09 07:16:09 UTC,2021-01-16 00:00:00 UTC,2021-02-15 00:00:00 UTC,"February  1, 2021 - February 15, 2021",Stryx,dusq-official.myshopify.com,mail@stryx.com,US,In Cart Upsell - Beginner plan,App sale – 30-day subscription,19.0,3.8,15.2,gid://shopify/AppSubscription/12113412131
2021-02-09 07:16:05 UTC,,,"February  1, 2021 - February 15, 2021",Twin Elephant Brewing Company,twin-elephant-brewing-company.myshopify.com,tbesecker@twinelephantbrewing.com,US,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/62396599
2021-02-09 07:16:01 UTC,2021-01-31 00:00:00 UTC,2021-03-02 00:00:00 UTC,"February  1, 2021 - February 15, 2021",The Relaxed Homeschool ,the-relaxed-homeschool.myshopify.com,jenjamsam@yahoo.com,US,In Cart Upsell - Beginner plan,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/9955508258
2021-02-09 07:15:57 UTC,,,"February  1, 2021 - February 15, 2021",Medi-Dyne Healthcare Products,medidyne.myshopify.com,amanda@medi-dyne.com,US,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/60346991
2021-02-09 07:14:52 UTC,,,"February  1, 2021 - February 15, 2021",5dollarmealz,5dollarmealz.myshopify.com,Fivedollarmealz@gmail.com,US,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/62946859
2021-02-09 07:14:52 UTC,2021-01-10 00:00:00 UTC,2021-02-09 00:00:00 UTC,"February  1, 2021 - February 15, 2021",11Bravos.com,11bravos-com.myshopify.com,scott@11bravos.com,US,In Cart Upsell - Beginner plan,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/9249980512
2021-02-09 07:14:21 UTC,2021-02-01 00:00:00 UTC,2021-03-03 00:00:00 UTC,"February  1, 2021 - February 15, 2021",Archie Comics,archie-comics.myshopify.com,stevem@archiecomics.com,US,In Cart Upsell - Professional plan,App sale – 30-day subscription,39.0,7.8,31.2,gid://shopify/AppSubscription/5982559
2021-02-09 07:13:46 UTC,,,"February  1, 2021 - February 15, 2021",Package Free,package-free.myshopify.com,hello@packagefreeshop.com,US,Shopify Plus plan,App sale – usage,99.99,20.0,79.99,gid://shopify/AppUsageRecord/60346937
2021-02-09 07:13:42 UTC,2021-01-11 00:00:00 UTC,2021-02-10 00:00:00 UTC,"February  1, 2021 - February 15, 2021",Diabolical Inc,diabolical-inc.myshopify.com,sales@diabolicalinc.com,US,In Cart Upsell - Beginner plan,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/2783117429
2021-02-09 07:13:20 UTC,,,"February  1, 2021 - February 15, 2021",By Robin Creations,by-robin-creations.myshopify.com,robin@byrobincreations.com,US,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/62118965
2021-02-09 07:13:05 UTC,,,"February  1, 2021 - February 15, 2021",Black Santa,the-black-santa-company.myshopify.com,helloblacksanta@whatsneu.com,US,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/60346789
2021-02-09 07:08:36 UTC,,,"February  1, 2021 - February 15, 2021","Urban Monkey® - Headwear, T-shirts, Sunglasses, Wallets, Face Masks, Caps. Skateboards",urbanmonkey.myshopify.com,anam@urbanmonkey.com,IN,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/59926311
2021-02-09 07:07:29 UTC,2021-02-03 00:00:00 UTC,2021-03-05 00:00:00 UTC,"February  1, 2021 - February 15, 2021",Ezra Zion Store,ezra-zion.myshopify.com,chris@ezrazion.com,US,In Cart Upsell - Beginner plan,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/5017307
2021-02-09 07:05:10 UTC,2021-01-27 00:00:00 UTC,2021-02-26 00:00:00 UTC,"February  1, 2021 - February 15, 2021",Rupert and Buckley,rupert-buckley.myshopify.com,info@rupertandbuckley.com,GB,In Cart Upsell - Beginner plan,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/12148899928
2021-02-09 05:35:08 UTC,,,"February  1, 2021 - February 15, 2021",Artisanal Australia ,mojis-travel-and-office.myshopify.com,info@artisanalaustralia.com.au,AU,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/60606953
2021-02-09 03:57:49 UTC,2021-02-04 00:00:00 UTC,2021-03-06 00:00:00 UTC,"February  1, 2021 - February 15, 2021",Pampered Chicken Mama,organicrebel.myshopify.com,anotherhomesteadblog@gmail.com,US,In Cart Upsell - Beginner plan,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/3926261794
2021-02-09 02:25:59 UTC,,,"February  1, 2021 - February 15, 2021",VirayLED,karim-marven.myshopify.com,karim.marven@gmail.com,CA,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/62805943
2021-02-09 01:45:33 UTC,,,"February  1, 2021 - February 15, 2021",Foxy Gate,smilingpupstore.myshopify.com,support@smilingpupstore.com,CA,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/60066203
2021-02-09 01:44:21 UTC,,,"February  1, 2021 - February 15, 2021",Coco Bazel,thegadgetgate.myshopify.com,support@thegadgetgate.com,CA,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/60066205
2021-02-09 01:14:25 UTC,,,"February  1, 2021 - February 15, 2021",Dreamer Designs,shopdreamerdesigns.myshopify.com,support@dreamerdesigns.com,US,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/62946885
2021-02-09 01:08:07 UTC,2021-01-25 00:00:00 UTC,2021-02-24 00:00:00 UTC,"February  1, 2021 - February 15, 2021",Arctic Buffalo,arcticbuffalo.myshopify.com,support@arcticbuffalo.com,US,In Cart Upsell - Business plan,App sale – 30-day subscription,19.0,3.8,15.2,gid://shopify/AppSubscription/2124975
2021-02-09 01:07:57 UTC,,,"February  1, 2021 - February 15, 2021",Kriser's,ipphl.myshopify.com,Alyssa.Waxenberg@ipphl.com,US,Shopify Plus plan,App sale – usage,99.99,20.0,79.99,gid://shopify/AppUsageRecord/60849129
2021-02-09 01:07:57 UTC,,,"February  1, 2021 - February 15, 2021",Natural-Pawz,natural-pawz.myshopify.com,Alyssa.Waxenberg@ipphl.com,US,Shopify Plus plan,App sale – usage,99.99,20.0,79.99,gid://shopify/AppUsageRecord/60728489
2021-02-09 01:07:57 UTC,,,"February  1, 2021 - February 15, 2021",Loyal Companion,loyalcompanionpets.myshopify.com,Alyssa.Waxenberg@ipphl.com,US,Shopify Plus plan,App sale – usage,99.99,20.0,79.99,gid://shopify/AppUsageRecord/60849307
2021-02-09 01:06:57 UTC,,,"February  1, 2021 - February 15, 2021",Kauppa Market,kauppa-market.myshopify.com,hola@kauppamarket.com,MX,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/60347115
2021-02-09 01:05:07 UTC,2021-01-27 00:00:00 UTC,2021-02-26 00:00:00 UTC,"February  1, 2021 - February 15, 2021",Agor,agor-hair-body.myshopify.com,sales@agorbody.com,FR,In Cart Upsell - Beginner plan,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/12148965507
2021-02-09 00:13:09 UTC,,,"February  1, 2021 - February 15, 2021",SHOPIMAI,ohana-traders.myshopify.com,myshopimai@gmail.com,US,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/60977023
2021-02-09 00:11:51 UTC,,,"February  1, 2021 - February 15, 2021",Oasees,tubshroom12.myshopify.com,sahiti.meritoni@gmail.com,GB,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/60066151
2021-02-09 00:02:59 UTC,,,"February  1, 2021 - February 15, 2021",Christmas Trees Direct,real-live-christmas-trees.myshopify.com,contact@christmastreesdirect.co.uk,GB,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/60211133
2021-02-09 00:00:28 UTC,2021-01-03 00:00:00 UTC,2021-02-02 00:00:00 UTC,"February  1, 2021 - February 15, 2021",Salt Pool Store,supersaltcellz.myshopify.com,sales@saltpoolstore.com,US,In Cart Upsell - Business plan,App sale – 30-day subscription,19.0,3.8,15.2,gid://shopify/AppSubscription/2151705
2021-02-08 22:37:01 UTC,,,"February  1, 2021 - February 15, 2021",DogPrince,dogprince.myshopify.com,admin@dogprince.de,DE,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/62396313
2021-02-08 22:00:50 UTC,,,"February  1, 2021 - February 15, 2021",MIRKATS,mirkats.myshopify.com,mymirkats@gmail.com,GB,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/58643025
2021-02-08 21:18:34 UTC,,,"February  1, 2021 - February 15, 2021",Rosedea,rosedea.myshopify.com,contact@rosedea.fr,FR,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/61281729
2021-02-08 21:15:10 UTC,2021-02-04 00:00:00 UTC,2021-03-06 00:00:00 UTC,"February  1, 2021 - February 15, 2021",Tree Hugger Cloth Pads,tree-hugger-cloth-pads.myshopify.com,treehuggercloth@gmail.com,CA,In Cart Upsell - Professional plan,App sale – 30-day subscription,49.99,10.0,39.99,gid://shopify/AppSubscription/12698681421
2021-02-08 20:52:41 UTC,,,"February  1, 2021 - February 15, 2021",CuddlyKid,shopcuddlykid.myshopify.com,kontakt@cuddlykid.de,DE,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/61909859
2021-02-08 20:50:08 UTC,2021-02-03 00:00:00 UTC,2021-03-05 00:00:00 UTC,"February  1, 2021 - February 15, 2021",Loren Hope,lorenhope-com.myshopify.com,loren@lorenhope.com,US,In Cart Upsell - Beginner plan,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/4704927827
2021-02-08 20:46:34 UTC,2021-02-04 00:00:00 UTC,2021-03-06 00:00:00 UTC,"February  1, 2021 - February 15, 2021",SupportBlackColleges,supportblackcollege.myshopify.com,Contact@supportblackcolleges.org,US,In Cart Upsell - Beginner plan,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/5226168363
2021-02-08 20:05:09 UTC,,,"February  1, 2021 - February 15, 2021",ISOGYM,fitz-ltd.myshopify.com,balamajltd@gmail.com,GB,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/63091581
2021-02-08 19:41:53 UTC,,,"February  1, 2021 - February 15, 2021",Oak and Reed,oak-and-reed.myshopify.com,jskaba@oak-reed.com,US,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/62946393
2021-02-08 19:31:11 UTC,,,"February  1, 2021 - February 15, 2021",Parks Car Care,parks-detailing.myshopify.com,christian@parksdetailing.com,US,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/62523609
2021-02-08 19:29:16 UTC,,,"February  1, 2021 - February 15, 2021",Vandder,vandder.myshopify.com,vandderco@gmail.com,ES,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/62946845
